"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C8H10O2"	"[M + H3N + H]+"	"C8H14NO2+"	"Fatty acids"	0.84	"Fatty acyls"	0.391	"Fatty aldehydes"	0.633	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.998	"Carbonyl compounds"	0.888	NA	NA	"Carbonyl compounds"	0.888	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	156.102	33	0.542	860777936800968064	860777635897388928	860777635893194624	29	NA	29
1	"C16H25NO4"	"[M + H3N + H]+"	"C16H29N2O4+"	"Fatty acids"	0.749	"Fatty Acids and Conjugates"	0.219	"Pyrrolidine alkaloids"	0.073	"Lipids and lipid-like molecules"	0.668	"Fatty Acyls"	0.643	"Fatty acids and conjugates"	0.511	NA	NA	"Fatty acids and conjugates"	0.511	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	313.212	33	0.542	860777940093497472	860777635675090816	860777635675090816	25	NA	25
1	"C12H18O5"	"[M + H3N + H]+"	"C12H22NO5+"	"Fatty acids"	0.755	"Macrolides"	0.864	"Macrolide lactones"	0.976	"Organic acids and derivatives"	0.992	"Carboxylic acids and derivatives"	0.989	"Dicarboxylic acids and derivatives"	0.612	NA	NA	"Dicarboxylic acids and derivatives"	0.612	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	260.149	33	0.542	860777942912070272	860777636102909824	860777636098715520	32	NA	32
1	"C8H13N5O4"	"[M + H3N + H]+"	"C8H17N6O4+"	"Amino acids and Peptides"	0.836	"Small peptides"	0.913	"Aminoacids"	0.534	"Organic nitrogen compounds"	1	"Organonitrogen compounds"	0.999	"Guanidines"	0.746	NA	NA	"Guanidines"	0.746	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Organic nitro compounds; Carboxylic acids; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	261.131	33	0.543	860777950939969408	860777636044189568	860777636044189568	31	NA	31
2	"C6H8N2O2"	"[M - H2O + H]+"	"C6H7N2O+"	"Amino acids and Peptides"	0.607	"Nicotinic acid alkaloids"	0.787	"Aminoacids"	0.866	"Organoheterocyclic compounds"	0.585	"Heteroaromatic compounds"	0.76	NA	NA	NA	NA	"Heteroaromatic compounds"	0.76	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Primary amines; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	123.056	33	0.545	860777922238342784	860777636346179456	860777636346179456	37	NA	37
1	"C9H15NO3"	"[M + Na]+"	"C9H15NNaO3+"	"Amino acids and Peptides"	0.774	"Small peptides"	0.402	"Aminoacids"	0.235	"Organic acids and derivatives"	0.997	"Carboxylic acids and derivatives"	0.993	"Amino acids, peptides, and analogues"	0.659	"Amino acids and derivatives"	0.658	"Amino acids and derivatives"	0.658	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	208.095	33	0.545	860777934473129216	860777636392316800	860777636392316800	38	NA	38
1	"C12H18O4"	"[M + H3N + H]+"	"C12H22NO4+"	"Fatty acids"	0.976	"Fatty Acids and Conjugates"	0.729	"Dicarboxylic acids"	0.581	"Organic acids and derivatives"	0.983	"Carboxylic acids and derivatives"	0.976	"Dicarboxylic acids and derivatives"	0.562	NA	NA	"Dicarboxylic acids and derivatives"	0.562	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	244.154	33	0.546	860777941024633088	860777636253904768	860777636249710464	35	NA	35
1	"C18H28O5Si"	"[M + H3N + H]+"	"C18H32NO5Si+"	"Terpenoids"	0.563	"Macrolides"	0.163	"Open-chain polyketides"	0.137	"Lipids and lipid-like molecules"	0.732	"Fatty Acyls"	0.615	"Fatty acids and conjugates"	0.563	NA	NA	"Fatty acids and conjugates"	0.563	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	370.203	33	0.547	860777941553115520	860777636543311744	860777636539117440	41	NA	41
2	"C12H14O4"	"[M + H3N + H]+"	"C12H18NO4+"	"Terpenoids"	0.616	"Fatty Acids and Conjugates"	0.261	"Jasmonic acids"	0.166	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbonyl compounds"	0.978	"Ketones"	0.617	"Cyclic ketones"	0.533	"Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	240.121	33	0.548	860777928835983744	860777636153241472	860777636153241472	33	NA	33
3	"C9H11F3O"	"[M + H3N + H]+"	"C9H15F3NO+"	"Terpenoids"	0.856	"Monoterpenoids"	0.622	"Menthane monoterpenoids"	0.058	"Organoheterocyclic compounds"	0.47	"Oxacyclic compounds"	0.51	NA	NA	NA	NA	"Oxacyclic compounds"	0.51	"Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	210.11	33	0.549	860777926319400960	860777636442648448	860777636438454144	39	NA	39
1	"C9H12O3"	"[M + H3N + H]+"	"C9H16NO3+"	"Fatty acids"	0.433	"Cyclic polyketides"	0.171	"2-pyrone derivatives"	0.352	"Organic acids and derivatives"	0.726	"Carboxylic acids and derivatives"	0.611	NA	NA	NA	NA	"Carboxylic acids and derivatives"	0.611	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	186.113	33	0.549	860777925035943808	860777636488785792	860777636488785792	40	NA	40
1	"C12H12O3"	"[M + H3N + H]+"	"C12H16NO3+"	"Polyketides"	0.508	"Cyclic polyketides"	0.267	"Phthalide derivatives"	0.09	"Organoheterocyclic compounds"	0.741	"Oxacyclic compounds"	0.761	NA	NA	NA	NA	"Oxacyclic compounds"	0.761	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	222.11	33	0.553	860777927535749376	860777636639780736	860777636639780736	43	NA	43
1	"C9H14O3"	"[M + H3N + H]+"	"C9H18NO3+"	"Fatty acids"	0.975	"Fatty Acids and Conjugates"	0.804	"Oxo fatty acids"	0.563	"Lipids and lipid-like molecules"	0.638	"Fatty Acyls"	0.578	NA	NA	NA	NA	"Fatty Acyls"	0.578	"Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	188.128	33	0.554	860777923647629056	860777636685918208	860777636685918080	44	NA	44
1	"C8H15NO2"	"[M + Na]+"	"C8H15NNaO2+"	"Amino acids and Peptides"	0.953	"Small peptides"	0.969	"Aminoacids"	0.975	"Organic acids and derivatives"	0.987	"Carboxylic acids and derivatives"	0.983	"Amino acids, peptides, and analogues"	0.756	"Amino acids and derivatives"	0.755	"Amino acids"	0.694	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	180.099	33	0.556	860777923014289024	860777636736249856	860777636736249856	45	NA	45
1	"C12H14O3"	"[M + H3N + H]+"	"C12H18NO3+"	"Terpenoids"	0.497	"Sesquiterpenoids"	0.297	"2-pyrone derivatives"	0.146	"Organoheterocyclic compounds"	0.981	"Furans"	0.755	NA	NA	NA	NA	"Furans"	0.755	"Organic compounds; Organoheterocyclic compounds; Lactones; Furans; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	224.126	33	0.558	860777925996439552	860777636887244800	860777636883050496	48	NA	48
2	"C20H20O4"	"[M + H3N + H]+"	"C20H24NO4+"	"Terpenoids"	0.565	"Diterpenoids"	0.281	"Azaphilones"	0.042	"Benzenoids"	0.635	NA	NA	NA	NA	NA	NA	"Benzenoids"	0.635	"Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	342.17	33	0.558	860777936838716928	860777636929187840	860777636929187840	49	NA	49
1	"C9H12O2"	"[M + H3N + H]+"	"C9H16NO2+"	"Fatty acids"	0.976	"Fatty Acids and Conjugates"	0.493	"Unsaturated fatty acids"	0.739	"Organic acids and derivatives"	0.445	"Carboxylic acids and derivatives"	0.468	"Monocarboxylic acids and derivatives"	0.674	NA	NA	"Monocarboxylic acids and derivatives"	0.674	"Organic compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	170.118	33	0.558	860777924364855040	860777636975325184	860777636971130880	50	NA	50
1	"C12H21NO4"	"[M + Na]+"	"C12H21NNaO4+"	"Amino acids and Peptides"	0.566	"Small peptides"	0.371	"Pyrrolidine alkaloids"	0.383	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.927	"Amino acids and derivatives"	0.926	"Alpha amino acids and derivatives"	0.896	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	266.136	33	0.558	860777932694744064	860777636832718848	860777636828524544	47	NA	47
1	"C13H16O4"	"[M + H3N + H]+"	"C13H20NO4+"	"Terpenoids"	0.559	"Sesquiterpenoids"	0.523	"Macrolide lactones"	0.362	"Lipids and lipid-like molecules"	0.523	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.523	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	254.136	34	0.559	860777927154067584	860777637122125824	860777637122125824	53	NA	53
1	"C9H20O2Si"	"[M - H2O + H]+"	"C9H19OSi+"	"Fatty acids"	0.71	"Monoterpenoids"	0.562	"Halogenated fatty acids"	0.669	"Organic oxygen compounds"	0.995	"Organooxygen compounds"	0.973	"Carbonyl compounds"	0.65	NA	NA	"Carbonyl compounds"	0.65	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	171.121	34	0.56	860777922234148480	860777637168263168	860777637168263168	54	NA	54
2	"C9H12O2"	"[M + H]+"	"C9H13O2+"	"Fatty acids"	0.898	"Fatty acyls"	0.623	"Fatty aldehydes"	0.856	"Organic oxygen compounds"	0.996	"Organooxygen compounds"	0.992	"Carbonyl compounds"	0.83	NA	NA	"Carbonyl compounds"	0.83	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	153.091	34	0.562	860777925979662336	860777637021462528	860777637017268224	51	NA	51
1	"C14H27NO4"	"[M + H3N + H]+"	"C14H31N2O4+"	"Fatty acids"	0.627	"Fatty amides"	0.368	"Open-chain polyketides"	0.255	"Lipids and lipid-like molecules"	0.878	"Fatty Acyls"	0.884	"Fatty amides"	0.75	"N-acyl amines"	0.578	"N-acyl amines"	0.578	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	291.228	34	0.562	860777927309256960	860777636786581504	860777636782387200	46	NA	46
1	"C9H15NO2"	"[M - H2O + H]+"	"C9H14NO+"	"Amino acids and Peptides"	0.873	"Small peptides"	0.857	"Aminoacids"	0.868	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.984	"Amino acids and derivatives"	0.983	"Alpha amino acids"	0.815	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Alpha amino acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	152.107	34	0.564	860777923903481600	860777637214400512	860777637214400512	55	NA	55
1	"C19H27NO5"	"[M + H3N + H]+"	"C19H31N2O5+"	"Alkaloids"	0.675	"Ornithine alkaloids"	0.233	"Piperidine alkaloids"	0.108	"Organoheterocyclic compounds"	0.869	"Pyrrolidines"	0.665	"Pyrrolidones"	0.606	"Pyrrolidine-2-ones"	0.518	"Pyrrolidine-2-ones"	0.518	"Organic compounds; Organoheterocyclic compounds; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Carboxylic acid esters; Carbonyl compounds; Pyrrolidine-2-ones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	367.22	34	0.564	860777941590864256	860777637067599872	860777637067599872	52	NA	52
1	"C17H27NO4"	"[M + H3N + H]+"	"C17H31N2O4+"	"Fatty acids"	0.513	"Ornithine alkaloids"	0.173	"Piperidine alkaloids"	0.14	"Lipids and lipid-like molecules"	0.549	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.549	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	327.227	34	0.566	860777937660800640	860777637260537856	860777637260537856	56	NA	56
1	"C10H16O3"	"[M + H3N + H]+"	"C10H20NO3+"	"Fatty acids"	0.893	"Octadecanoids"	0.505	"Jasmonic acids"	0.445	"Lipids and lipid-like molecules"	0.733	"Fatty Acyls"	0.618	NA	NA	NA	NA	"Fatty Acyls"	0.618	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	202.144	34	0.569	860777925690255232	860777637310869504	860777637306675200	57	NA	57
1	"C10H14O3"	"[M + H3N + H]+"	"C10H18NO3+"	"Fatty acids"	0.992	"Fatty Acids and Conjugates"	0.624	"Jasmonic acids"	0.461	"Lipids and lipid-like molecules"	0.568	"Fatty Acyls"	0.62	NA	NA	NA	NA	"Fatty Acyls"	0.62	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	200.128	34	0.57	860777948494689792	860777637352812544	860777637352812544	58	NA	58
1	"C12H23NO4"	"[M + Na]+"	"C12H23NNaO4+"	"Amino acids and Peptides"	0.629	"Small peptides"	0.172	"Dipeptides"	0.084	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.998	"Amino acids, peptides, and analogues"	0.674	"Amino acids and derivatives"	0.669	"N-acyl-alpha amino acids and derivatives"	0.569	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	268.152	34	0.57	860777938323500800	860777637394755584	860777637394755584	59	NA	59
1	"C21H42N6O8"	"[M + H3N + H]+"	"C21H46N7O8+"	"Carbohydrates"	0.943	"Aminosugars and aminoglycosides"	0.836	"Aminoglycosides"	0.896	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.997	"Carbohydrates and carbohydrate conjugates"	0.792	"Aminosaccharides"	0.625	"2-deoxystreptamine aminoglycosides"	0.571	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Aminosaccharides; 2-deoxystreptamine aminoglycosides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	524.339	34	0.571	860777978651737984	860777637478641664	860777637478641664	61	NA	61
4	"C11H14F3NO"	"[M + H]+"	"C11H15F3NO+"	"Alkaloids"	0.938	"Tyrosine alkaloids"	0.192	"Phenylalanine-derived alkaloids"	0.281	"Benzenoids"	0.757	"Phenol ethers"	0.595	NA	NA	NA	NA	"Phenol ethers"	0.595	"Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Alkyl halides; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	234.11	34	0.573	860777926818523136	860777637436698624	860777637436698624	60	NA	60
